Running Miller-Rabin test for K=1...
Processed up to 1000000, conflicts found: 101
Processed up to 138000000, conflicts found: 1806090
Processed up to 139000000, conflicts found: 1859431
Processed up to 140000000, conflicts found: 1912803
Processed up to 141000000, conflicts found: 1965906
Processed up to 142000000, conflicts found: 2019226
Processed up to 143000000, conflicts found: 2072658
Processed up to 144000000, conflicts found: 2126014
Processed up to 145000000, conflicts found: 2179203
Processed up to 146000000, conflicts found: 2232399
Processed up to 147000000, conflicts found: 2285704
Processed up to 148000000, conflicts found: 2338823
Processed up to 149000000, conflicts found: 2391973
Processed up to 150000000, conflicts found: 2445015
Processed up to 151000000, conflicts found: 2498013
Processed up to 152000000, conflicts found: 2551059
Processed up to 153000000, conflicts found: 2604040
Processed up to 154000000, conflicts found: 2657202
Processed up to 155000000, conflicts found: 2710180
Processed up to 156000000, conflicts found: 2763253
Processed up to 157000000, conflicts found: 2816313
Processed up to 158000000, conflicts found: 2869272
Processed up to 159000000, conflicts found: 2922078
Processed up to 160000000, conflicts found: 2975088
Processed up to 161000000, conflicts found: 3028144
Processed up to 162000000, conflicts found: 3080861
Processed up to 163000000, conflicts found: 3133777
Processed up to 164000000, conflicts found: 3186895
Processed up to 165000000, conflicts found: 3239623
Processed up to 166000000, conflicts found: 3292307
Processed up to 167000000, conflicts found: 3345194
Processed up to
