Running Miller-Rabin test for K=2...
Processed up to 1000000, conflicts found: 3
Processed up to 76000000, conflicts found: 24
Processed up to 77000000, conflicts found: 24
Processed up to 78000000, conflicts found: 24
Processed up to 79000000, conflicts found: 24
Processed up to 80000000, conflicts found: 24
Processed up to 81000000, conflicts found: 24
Processed up to 82000000, conflicts found: 24
Processed up to 83000000, conflicts found: 24
Processed up to 84000000, conflicts found: 24
Processed up to 85000000, conflicts found: 24
Processed up to 86000000, conflicts found: 24
Processed up to 87000000, conflicts found: 24
Processed up to 88000000, conflicts found: 24
Processed up to 89000000, conflicts found: 24
Processed up to 90000000, conflicts found: 24
Processed up to 91000000, conflicts found: 24
Processed up to 92000000, conflicts found: 24
Processed up to 93000000, conflicts found: 24
Processed up to 94000000, conflicts found: 24
Processed up to 95000000, conflicts found: 24
Processed up to 96000000, conflicts found: 24
Processed up to 97000000, conflicts found: 25
Processed up to 98000000, conflicts found: 25
Processed up to 99000000, conflicts found: 25
Processed up to 100000000, conflicts found: 25
Processed up to 101000000, conflicts found: 25
Processed up to 102000000, conflicts found: 25
Processed up to 103000000, conflicts found: 25
Processed up to 104000000, conflicts found: 26
Processed up to 105000000, conflicts found: 32722
Processed up to 106000000, conflicts found: 86793
Processed up to 107000000, conflicts found: 140854
Processed up to 108000000, conflicts found: 194989
Processed up to 109000000, conflicts found: 249204
Processed up to 110000000, conflicts found: 303335
Processed up to 111000000, conflicts found: 357267
Processed up to 112000000, conflicts found: 411083
Processed up to 113000000, conflicts found: 465088
Processed up to 114000000, conflicts found: 518880
Processed up to 115000000, conflicts found: 572677
Processed up to 116000000, conflicts found: 626590
Processed up to 117000000, conflicts found: 680473
Processed up to 118000000, conflicts found: 734245
Processed up to 119000000, conflicts found: 787923
Processed up to 120000000, conflicts found: 841675
Processed up to 121000000, conflicts found: 895294
Processed up to 122000000, conflicts found: 949063
Processed up to 123000000, conflicts found: 1002699
Processed up to 124000000, conflicts found: 1056507
Processed up to 125000000, conflicts found: 1110169
Processed up to 126000000, conflicts found: 1163841
Processed up to 127000000, conflicts found: 1217454
Processed up to 128000000, conflicts found: 1271062
Processed up to 129000000, conflicts found: 1324760
Processed up to 130000000, conflicts found: 1378214
Processed up to 131000000, conflicts found: 1431732
Processed up to 132000000, conflicts found: 1485216
Processed up to 133000000, conflicts found: 1538579
Processed up to 134000000, conflicts found: 1591961
Processed up to 135000000, conflicts found: 1645489
Processed up to 136000000, conflicts found: 1698757
Processed up to 137000000, conflicts found: 1752236
Processed up to 138000000, conflicts found: 1805519
Processed up to 139000000, conflicts found: 1858857
Processed up to 140000000, conflicts found: 1912228
Processed up to 141000000, conflicts found: 1965329
Processed up to 142000000, conflicts found: 2018646
Processed up to 143000000, conflicts found: 2072078
Processed up to 144000000, conflicts found: 2125433
Processed up to 145000000, conflicts found: 2178622
Processed up to 146000000, conflicts found: 2231815
Processed up to 147000000, conflicts found: 2285116
Processed up to 148000000, conflicts found: 2338234
Processed up to 149000000, conflicts found: 2391384
Processed up to 150000000, conflicts found: 2444425
Processed up to 151000000, conflicts found: 2497421
Processed up to 152000000, conflicts found: 2550467
Processed up to 153000000, conflicts found: 2603446
Processed up to 154000000, conflicts found: 2656606
Processed up to 155000000, conflicts found: 2709582
Processed up to 156000000, conflicts found: 2762654
Processed up to 157000000, conflicts found: 2815714
Processed up to 158000000, conflicts found: 2868673
Processed up to 159000000, conflicts found: 2921478
Processed up to 160000000, conflicts found: 2974487
Processed up to 161000000, conflicts found: 3027541
Processed up to 162000000, conflicts found: 3080258
Processed up to 163000000, conflicts found: 3133172
Processed up to 164000000, conflicts found: 3186286
Processed up to 165000000, conflicts found: 3239011
Processed up to 166000000, conflicts found: 3291693
Processed up to 167000000, conflicts found: 3344577
Processed up to 168000000, conflicts found: 3397493
Processed up to 169000000, conflicts found: 3450242
Processed up to 1700000
